Institution_Name,Contact_Id,Parent_Institution_Id,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2,Adddress_1,Address_2,Address_3,City,State,Country,Postal_Code
Browns College of Elementary Teacher Education  Ammapalem  Tanikella  Khammam-507305.,239017,539010,,,,,,,,,Telangana,India,
Bharathi Degree College  H.No. 11-27-16  Kothawada  Warangal,239018,539011,,,,,,,,,Telangana,India,
Sri Chaitanya Degree College  Rajampet  Asifabad,239019,539012,,,,,,,,,Telangana,India,
Krishnaveni Degree College  Laxmidevipally  Kothagudem,239020,539013,,,,,,,,,Telangana,India,
Jagruthi Degree College (Shankarpally),239021,539014,,,,,,,,,Telangana,India,
Jayamukhi College of Pharmacy  Maqdumpur  Narsampet  Warangal,239022,539015,,,,,,,,,Telangana,India,
Gowthami Degree College  Cherla (VandM),239023,539016,,,,,,,,,Telangana,India,
Chaitanya College of Pharmacy Education and Research  Hanamkonda,239024,539017,,,,,,,,,Telangana,India,
N.B.R. Degree College  Shastri Nagar  Nirmal,239025,539018,,,,,,,,,Telangana,India,
Jaya Prakash Narayan College of Engineering,239026,539019,,,,,,,,,Telangana,India,
Anuradha Memorial Degree College,239027,539020,,,,,,,,,Telangana,India,
Bhongir College of Elementary Teacher Education  Hanumapur  Bhongir  Nalgonda,239028,539021,,,,,,,,,Telangana,India,
Sri Krupa Institute of Pharmaceutical Sciences,239029,539022,,,,,,,,,Telangana,India,
Presidency School of Management and Computer Science,239030,539023,,,,,,,,,Telangana,India,
NA,239031,539024,,,,,,,,,Telangana,India,
Vijayanagar College of Commerce,239032,539025,,,,,,,,,Telangana,India,
Aurora's Management Research Academy,239033,539026,,,,,,,,,Telangana,India,
SREENIDHI DEGREE COLLEGE  MADHIRA,239034,539027,,,,,,,,,Telangana,India,
SRK Degree College Cherial,239035,539028,,,,,,,,,Telangana,India,
Sri Vani Degree College  V.M. Banzar  Penubally,239036,539029,,,,,,,,,Telangana,India,
PULIPATI PRASAD SCHOOL OF NURSING  ZAHEERPURA  KHAMMAM,239037,539030,,,,,,,,,Telangana,India,
Vivekananda Degree College (Kukatpally),239038,539031,,,,,,,,,Telangana,India,
St. John P.G. College  Yellapur  Warangal,239039,539032,,,,,,,,,Telangana,India,
Avanthi P.G. College,239040,539033,,,,,,,,,Telangana,India,
St. Anns Degree College for Women (Mallapur),239041,539034,,,,,,,,,Telangana,India,
C.Laxma Reddy College of Education  Telkapally,239042,539035,,,,,,,,,Telangana,India,
Keshav Memorial Institute of Technology,239043,539036,,,,,,,,,Telangana,India,
Jyothismathi Institute of Pharmaceutical Sciences,239044,539037,,,,,,,,,Telangana,India,
S.V.G. Degree College  Laxman Chanda  Adilabad 504 106,239045,539038,,,,,,,,,Telangana,India,
Sai Sudhir P.G. College,239046,539039,,,,,,,,,Telangana,India,
Mother Theresa Pharmacy College,239047,539040,,,,,,,,,Telangana,India,
Talasila Degree College  Paloncha,239048,539041,,,,,,,,,Telangana,India,
KDR GOVT POLYTECHNIC WANAPARTHY,239049,539042,,,,,,,,,Telangana,India,
SRR Engineering College,239050,539043,,,,,,,,,Telangana,India,
Blooms College of Hotel Management,239051,539044,,,,,,,,,Telangana,India,
Kodada Institute of Technology andScience for Women,239052,539045,,,,,,,,,Telangana,India,
THE LITTLE FLOWER SCHOOL OF NURSING HYDERABAD,239053,539046,,,,,,,,,Telangana,India,
P.G. College  Mirzapur,239054,539047,,,,,,,,,Telangana,India,
PRINCESS ESIN WOMENS EDUCATIONAL HYDERABAD,239055,539048,,,,,,,,,Telangana,India,
Government Degree College  Luxettipet,239056,539049,,,,,,,,,Telangana,India,
Gauthami Degree College (Chintal),239057,539050,,,,,,,,,Telangana,India,
VIVEKANAND A DEGREE COLLEGE  NEAR GUNDALA,239058,539051,,,,,,,,,Telangana,India,
NARENDRA DEGREE COLLEGE  CHOULAMADDI (V)  METPALLY,239059,539052,,,,,,,,,Telangana,India,
SAP Degree College,239060,539053,,,,,,,,,Telangana,India,
Guru Nanak Institute of Technology,239061,539054,,,,,,,,,Telangana,India,
Ramadevi College of Education,239062,539055,,,,,,,,,Telangana,India,
Sri Ramalingeshwara Degree College,239063,539056,,,,,,,,,Telangana,India,
SRI VIKAS DEGREE COLLEGE  NEKKONDA,239064,539057,,,,,,,,,Telangana,India,
YPR degree College,239065,539058,,,,,,,,,Telangana,India,
Scient College of Education,239066,539059,,,,,,,,,Telangana,India,
Institute of Advanced Study in Education,239067,539060,,,,,,,,,Telangana,India,
New Science Degree College  Majdoor Nagar  Main Road  Bhupalpally,239068,539061,,,,,,,,,Telangana,India,
NA,239069,539062,,,,,,,,,Telangana,India,
Lal Bahadur College  Sardar Patel Road  Warangal 506 007,239070,539063,,,,,,,,,Telangana,India,
PSR Memorial Degree College  Ambedkar Centre  Bhadrachalam,239071,539064,,,,,,,,,Telangana,India,
St.Ann's P.G College for Women (Mallapur),239072,539065,,,,,,,,,Telangana,India,
Sai Teja Degree College,239073,539066,,,,,,,,,Telangana,India,
Royal Degree College (Rural Co-Education),239074,539067,,,,,,,,,Telangana,India,
Sri Indu College of Education,239075,539068,,,,,,,,,Telangana,India,
P.V Ramreddy P.G College,239076,539069,,,,,,,,,Telangana,India,
Government Degree College for Men  Adilabad,239077,539070,,,,,,,,,Telangana,India,
Goverdhan Reddy Degree College Telkapally,239078,539071,,,,,,,,,Telangana,India,
Jesus P.G College,239079,539072,,,,,,,,,Telangana,India,
Vijetha Degree College,239080,539073,,,,,,,,,Telangana,India,
Malla Reddy Engineering College for women,239081,539074,,,,,,,,,Telangana,India,
St.Pious X Degree and P.G College for Women,239082,539075,,,,,,,,,Telangana,India,
Vivekavardhini Degree College  Near Bus Stand  Mancherial,239083,539076,,,,,,,,,Telangana,India,
Nawabshahala Khan College of Education,239084,539077,,,,,,,,,Telangana,India,
Srinivas Reddy Institute of Technology,239085,539078,,,,,,,,,Telangana,India,
Mega Womens Degree College,239086,539079,,,,,,,,,Telangana,India,
Azad Degree College,239087,539080,,,,,,,,,Telangana,India,
David Memorial Institute of Management,239088,539081,,,,,,,,,Telangana,India,
Ashritha Womens Degree College,239089,539082,,,,,,,,,Telangana,India,
Islamia College of Education,239090,539083,,,,,,,,,Telangana,India,
KASTURI SCHOOL OF NURSING HYDERABAD,239091,539084,,,,,,,,,Telangana,India,
Ponugoti Madhav Rao Law College,239092,539085,,,,,,,,,Telangana,India,
Shadan Degree College for Women,239093,539086,,,,,,,,,Telangana,India,
Scholars Womens Degree College,239094,539087,,,,,,,,,Telangana,India,
I S O Degree College,239095,539088,,,,,,,,,Telangana,India,
JAYA SCHOOL OF NURSING SECUNDERABAD HYDERABAD,239096,539089,,,,,,,,,Telangana,India,
Saketa Degree College,239097,539090,,,,,,,,,Telangana,India,
Anwarul-Uloom College of Computer Science,239098,539091,,,,,,,,,Telangana,India,
Saraswathi College of Pharmacy / Sciences,239099,539092,,,,,,,,,Telangana,India,
Sri Venkateshwara College of Education,239100,539093,,,,,,,,,Telangana,India,
Kakatiya Degree College  3-32  Behind SBH  Thorrur 506 163,239101,539094,,,,,,,,,Telangana,India,
Marathi Maha Vidyalaya,239102,539095,,,,,,,,,Telangana,India,
Government Degree College  Utnoor,239103,539096,,,,,,,,,Telangana,India,
Manjeera College of Education,239104,539097,,,,,,,,,Telangana,India,
Prathibha Degree College  Kalluru,239105,539098,,,,,,,,,Telangana,India,
NA,239106,539099,,,,,,,,,Telangana,India,
Siddharatha College of Education,239107,539100,,,,,,,,,Telangana,India,
College of Teacher Education (Tribal Welfare)  Bhadrachalam,239108,539101,,,,,,,,,Telangana,India,
V.V. College (Day),239109,539102,,,,,,,,,Telangana,India,
Kamineni College of Nursing  Hyderabad,239110,539103,,,,,,,,,Telangana,India,
NA,239111,539104,,,,,,,,,Telangana,India,
NOBLE SCHOOL OF NURSING RANGA REDDY,239112,539105,,,,,,,,,Telangana,India,
Maharshi Degree College  H.No. 2-77/8  Santhoshnager  Ameenapuram  Kesamudram 506 112,239113,539106,,,,,,,,,Telangana,India,
CKM Arts and Science College  Desaipet Road  Warangal 506 006,239114,539107,,,,,,,,,Telangana,India,
New Silver Jubilee Degree College,239115,539108,,,,,,,,,Telangana,India,
BEULAH SCHOOL OF NURSING  RAMACHANDRAPURAM  MEDAK,239116,539109,,,,,,,,,Telangana,India,
Lalitha College of Education,239117,539110,,,,,,,,,Telangana,India,
Vignan Institute of Technology and Sciences,239118,539111,,,,,,,,,Telangana,India,
MLR Institute of Technology,239119,539112,,,,,,,,,Telangana,India,
Mediciti Inst. of Medical Sciences  Ghanapur,239120,539113,,,,,,,,,Telangana,India,
Sree Dattaha Group of Institutions,239121,539114,,,,,,,,,Telangana,India,
University college of Engineering Kothagudam,239122,539115,,,,,,,,,Telangana,India,
Jagruthi Womens Degree College,239123,539116,,,,,,,,,Telangana,India,
Jahanavi Degree College (Narayanaguda),239124,539117,,,,,,,,,Telangana,India,
Padmavathi Degree College for Women  Kothawada  Warangal,239125,539118,,,,,,,,,Telangana,India,
Vandana Degree College,239126,539119,,,,,,,,,Telangana,India,
Netaji Institute of Engineering and Technology,239127,539120,,,,,,,,,Telangana,India,
Mamata College of Nursing  Khammam,239128,539121,,,,,,,,,Telangana,India,
Geetanjali College of Engineering and Technology,239129,539122,,,,,,,,,Telangana,India,
St. John School of Management  Yellapur (V)  Hasanparthy (M)  Warangal,239130,539123,,,,,,,,,Telangana,India,
Anwar Ul-Uloom College of Education,239131,539124,,,,,,,,,Telangana,India,
Mother Teresa P.G. College (Chowdariguda),239132,539125,,,,,,,,,Telangana,India,
S.V.B. Degree College,239133,539126,,,,,,,,,Telangana,India,
SG GOVT POLYTECHNIC ADILABAD,239134,539127,,,,,,,,,Telangana,India,
JAGRUTHI SCHOOL OF NURSING  LIAN RAM REDDY EYE HOSPITAL  MAHABOOBNAGAR,239135,539128,,,,,,,,,Telangana,India,
Pioneer Institute of Hotel Management,239136,539129,,,,,,,,,Telangana,India,
Mother Theresa College of Engineering and Technology,239137,539130,,,,,,,,,Telangana,India,
Jagruthi Degree College,239138,539131,,,,,,,,,Telangana,India,
Sir Newtons Degree College for Women,239139,539132,,,,,,,,,Telangana,India,
KARUNA SCHOOL OF NURSING RANGA REDDY,239140,539133,,,,,,,,,Telangana,India,
Mancherial Vidyaniketan Degree College  Mancherial(119),239141,539134,,,,,,,,,Telangana,India,
PANCH SHEEL INSTITUTE OF EDUCATION ADILABAD,239142,539135,,,,,,,,,Telangana,India,
VODITHALA SRINIVASA RAO DEGREE COLLEGE HUZURABAD,239143,539136,,,,,,,,,Telangana,India,
Omega Degree College,239144,539137,,,,,,,,,Telangana,India,
Nagarjuna College of Elementary Teacher Education  H.No.3-5-6611  Rajampet Road  Sangareddy  Medak District-502001,239145,539138,,,,,,,,,Telangana,India,
St.Johns College of Education,239146,539139,,,,,,,,,Telangana,India,
St. Peter s Institute of Pharmaceutical Sciences  Vidyanagar  Hanamkonda,239147,539140,,,,,,,,,Telangana,India,
Rachana College of Journalism,239148,539141,,,,,,,,,Telangana,India,
Govt. Degree College (Sadasivpet),239149,539142,,,,,,,,,Telangana,India,
Vageswari Engineering College,239150,539143,,,,,,,,,Telangana,India,
Nava Bharathi College of Education,239151,539144,,,,,,,,,Telangana,India,
BAPUJI SCHOOL OF NURSING NALGONDA,239152,539145,,,,,,,,,Telangana,India,
NA,239153,539146,,,,,,,,,Telangana,India,
Jyothismathi College of Pharmacy,239154,539147,,,,,,,,,Telangana,India,
Jangaon College of Education  Jangaon,239155,539148,,,,,,,,,Telangana,India,
Vaagdevi Degree College  47and54  Boath (PandM),239156,539149,,,,,,,,,Telangana,India,
Nooria Arabia College,239157,539150,,,,,,,,,Telangana,India,
Manjeera Degree College (Ramayampet),239158,539151,,,,,,,,,Telangana,India,
Harshini Degree College,239159,539152,,,,,,,,,Telangana,India,
ANDHRA MAHILA SABHA NURSING TRG INSTITUTE HYDERABAD,239160,539153,,,,,,,,,Telangana,India,
HOLY MARY INSTITUTE OF TECHNOLOGY and SCIENCE (MCA)  BOGARAM,239161,539154,,,,,,,,,Telangana,India,
JB Institute of Engineering and Technology,239162,539155,,,,,,,,,Telangana,India,
CMR Engineering College,239163,539156,,,,,,,,,Telangana,India,
Chaitanya Institute of Technology and Science  Madikonda  Hanamkonda,239164,539157,,,,,,,,,Telangana,India,
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY and SCIENCE,239165,539158,,,,,,,,,Telangana,India,
Sri Rama Krishna Degree College  Dwarakapet Road  Narsampet,239166,539159,,,,,,,,,Telangana,India,
Dr. Rajendra Prasad B.Ed. College  Asifabad,239167,539160,,,,,,,,,Telangana,India,
R.G Kedia College of Commerce,239168,539161,,,,,,,,,Telangana,India,
Nizam Institute of Engineering and Technology,239169,539162,,,,,,,,,Telangana,India,
Pinnacle Institute of Hotel Management,239170,539163,,,,,,,,,Telangana,India,
Vaagdevi Degree College  13-21  Thimmapur Area  Khanapur (VandM),239171,539164,,,,,,,,,Telangana,India,
National Centre for Compositional Characterization of Materials,239172,539165,,,,,,,,,Telangana,India,
Pulla Reddy Institute of Pharmacy,239173,539166,,,,,,,,,Telangana,India,
Govt. Arts and Science College  Kamareddy (5009),239174,539167,,,,,,,,,Telangana,India,
Lalitha College of Elementary Teacher Education  Venkatapuram  Ghatkesar  Rangareddy District-501301,239175,539168,,,,,,,,,Telangana,India,
Samatha Degree College  Thorrur 506 163,239176,539169,,,,,,,,,Telangana,India,
AMS College of Law College for Women,239177,539170,,,,,,,,,Telangana,India,
DOMESTIC SCIENCE TRAINING COLLEGE  EAST MARREDPALLY  SECUNDERABAD,239178,539171,,,,,,,,,Telangana,India,
PRAGATHI SCHOOL OF NURSING RANGA REDDY,239179,539172,,,,,,,,,Telangana,India,
Nethaji Institute of Pharmaceutical Sciences,239180,539173,,,,,,,,,Telangana,India,
ST.MARYS ELEMENTRY TEACHER TRAINING INSTITUTION WARANGAL,239181,539174,,,,,,,,,Telangana,India,
NALANDA COLLEGE OF PHARMACY  CHARLAPALLY,239182,539175,,,,,,,,,Telangana,India,
St. Peters's College of Pharmacy,239183,539176,,,,,,,,,Telangana,India,
Sandeepani Degree College  Kamareddy (5026),239184,539177,,,,,,,,,Telangana,India,
Nethaji Institute of Pharmaceutical Sciences  Somidi  Kazipet  Warangal,239185,539178,,,,,,,,,Telangana,India,
Mother Theresa College of Pharmacy,239186,539179,,,,,,,,,Telangana,India,
Sri Sai Degree College,239187,539180,,,,,,,,,Telangana,India,
VAISHNAVI COLLEGE OF ARCHITECTURE,239188,539181,,,,,,,,,Telangana,India,
VANI NIKETHAN VIDYA SAMITHI  MUKARAMPURA  KARIMNAGAR,239189,539182,,,,,,,,,Telangana,India,
GALAXY Degree College,239190,539183,,,,,,,,,Telangana,India,
Chaitanya Bharathi Institute of Technology,239191,539184,,,,,,,,,Telangana,India,
GOVERNMENT POLYTECHNIC  SANGAREDDY,239192,539185,,,,,,,,,Telangana,India,
EVR College of Engineering and Technology,239193,539186,,,,,,,,,Telangana,India,
JNTUH College of Engineering Manthani,239194,539187,,,,,,,,,Telangana,India,
Govt. Arts and Science College  Armoor (5010),239195,539188,,,,,,,,,Telangana,India,
Sri Sai Degree and P.G College,239196,539189,,,,,,,,,Telangana,India,
Malla Reddy Institute of Management,239197,539190,,,,,,,,,Telangana,India,
Hashvitha P.G College,239198,539191,,,,,,,,,Telangana,India,
Blue Birds College of Pharmacy  Bheemaram-Chintagattu Road  Hanamkonda  Warangal,239199,539192,,,,,,,,,Telangana,India,
KRISHNA INSTITUTE OF MEDICAL SCIENCES HYDERABAD,239200,539193,,,,,,,,,Telangana,India,
Kakatiya Degree College,239201,539194,,,,,,,,,Telangana,India,
Vignan Degree College (Shamshabad),239202,539195,,,,,,,,,Telangana,India,
MASTERS DEGREE COLLEGE  BHAGATH NAGAR  KARIMNAGAR,239203,539196,,,,,,,,,Telangana,India,
P.G. College  Medak,239204,539197,,,,,,,,,Telangana,India,
Avanthi Degree College,239205,539198,,,,,,,,,Telangana,India,
Priyadarshini Degree College,239206,539199,,,,,,,,,Telangana,India,
Omega College of Pharmacy,239207,539200,,,,,,,,,Telangana,India,
G.Narayanamma Institute of Technology and Science for Women,239208,539201,,,,,,,,,Telangana,India,
Sri Padmavathi Mahila Kalasala,239209,539202,,,,,,,,,Telangana,India,
Singareni Collieries Womens Degree College  Kothagudem,239210,539203,,,,,,,,,Telangana,India,
Kakatiya Government College  Hanamkonda 506 001,239211,539204,,,,,,,,,Telangana,India,
Vagdevi Arts and Science Degree College  4-3-41  Opp. New Bus Stand  Bhuktapur  Adilabad,239212,539205,,,,,,,,,Telangana,India,
Bharat P.G. College for Women,239213,539206,,,,,,,,,Telangana,India,
Kavitha PG College,239214,539207,,,,,,,,,Telangana,India,
JAYA SCHOOL OF NURSING HYDERABAD,239215,539208,,,,,,,,,Telangana,India,
MRM College of Pharamacy,239216,539209,,,,,,,,,Telangana,India,
SRI VIKAS DEGREE COLLEGE  SIRPUR,239217,539210,,,,,,,,,Telangana,India,
National Institute for the Mentally Handicapped,239218,539211,,,,,,,,,Telangana,India,
Pragathi Arts and Science Degree and P.G College  Achampet,239219,539212,,,,,,,,,Telangana,India,
Gouthami Degree College for Women,239220,539213,,,,,,,,,Telangana,India,
S R M INSTITUTE OF MEDICAL SCIENCES and TECHNOLOGY KARIMNAGAR,239221,539214,,,,,,,,,Telangana,India,
RadheKrishna Women's College,239222,539215,,,,,,,,,Telangana,India,
GLOBAL SCHOOL OF NURSING HYDERABAD,239223,539216,,,,,,,,,Telangana,India,
Bhavans New Science Degree College (Day),239224,539217,,,,,,,,,Telangana,India,
Pulipati Prasad college of Nursing  Khammam,239225,539218,,,,,,,,,Telangana,India,
Vision P.G College,239226,539219,,,,,,,,,Telangana,India,
IITM Degree College,239227,539220,,,,,,,,,Telangana,India,
Bhaskar Pharmacy College,239228,539221,,,,,,,,,Telangana,India,
Noor College of Engineering and Technology,239229,539222,,,,,,,,,Telangana,India,
Nava Bharath Degree College  Nethaji Road  Sathupally,239230,539223,,,,,,,,,Telangana,India,
JNIAS SCHOOL OF PLANNING AND ARCHITECTURE,239231,539224,,,,,,,,,Telangana,India,
Bharathi Degree College  H.No. 4-4  Near Bus Stand  Wardhannapet  Warangal,239232,539225,,,,,,,,,Telangana,India,
Samatha Degree College,239233,539226,,,,,,,,,Telangana,India,
Chaitanya Institute of Pharmaceutical Sciences  Rampur (V)  Dharmasagar (M)  Warangal,239234,539227,,,,,,,,,Telangana,India,
Govt. Degree College   Atmakur,239235,539228,,,,,,,,,Telangana,India,
Peoples College of Arts  Science and Commerce,239236,539229,,,,,,,,,Telangana,India,
Gokul Degree College,239237,539230,,,,,,,,,Telangana,India,
Vidya Sagar Degree College,239238,539231,,,,,,,,,Telangana,India,
St.stephens P.G College,239239,539232,,,,,,,,,Telangana,India,
Roda Mistry College of Social Work and Research Centre,239240,539233,,,,,,,,,Telangana,India,
Vikas Degree College  Station Road  Khammam,239241,539234,,,,,,,,,Telangana,India,
TRINITY PARA MEDICAL COLLEGE SCHOOL OF NURSING  ST. JOHNS EDUCATIONAL SOCIETY  KHAMMAM,239242,539235,,,,,,,,,Telangana,India,
Sri Bhagavathi Degree College  #1-1/1  Uthkoor-Luxettipet  Near Police Station  Luxettipet,239243,539236,,,,,,,,,Telangana,India,
Noble P.G College (MBA/MCA),239244,539237,,,,,,,,,Telangana,India,
